選挙区,都道府県,都道府県コード,区番号,対象地域,候補者数,出馬政党,総人口,有権者数,年齢_18〜29歳,年齢_30〜39歳,年齢_40〜49歳,年齢_50〜59歳,年齢_60〜69歳,年齢_70歳以上,男性比率,女性比率,世帯_単身,世帯_夫婦のみ,世帯_核家族,世帯_三世代,世帯_その他,都市化分類,都市化率,第一次産業比率,第二次産業比率,第三次産業比率,所得水準,平均年収（円）,失業率,大卒率,主要産業,経済課題,生活費指数,高齢化依存率,投票率_2021,投票率_2017,投票率_平均,支持率_自民党,支持率_立憲民主党,支持率_維新,支持率_国民民主党,支持率_共産党,支持率_れいわ,支持率_参政党,支持率_その他,イデオロギー_保守,イデオロギー_中道,イデオロギー_革新,政治関心_高,政治関心_中,政治関心_低,浮動票率,主要課題1,主要課題2,主要課題3,課題優先度_経済,課題優先度_社会保障,課題優先度_安全保障,課題優先度_教育,課題優先度_環境,課題優先度_地方創生,課題優先度_憲法改正,課題優先度_防災,ペルソナ_都市部若年勤労者,ペルソナ_郊外子育て世帯,ペルソナ_中高年会社員,ペルソナ_中高年女性労働者,ペルソナ_農村部農業従事者,ペルソナ_高齢年金受給者,ペルソナ_自営業者,ペルソナ_公務員,ペルソナ_大学生,ペルソナ_専業主婦主夫,ペルソナ_非正規雇用,ペルソナ_労働組合員
兵庫県12区,兵庫県,28,12,兵庫県第12区エリア,5,中道改革連合、国民民主党、日本維新の会、自民党、参政党,5465002,4600000,0.12,0.12,0.15,0.14,0.15,0.32,0.48,0.52,0.35,0.22,0.29,0.06,0.08,大都市,0.83,0.01,0.25,0.74,中,4700000,0.028,0.42,鉄鋼、造船、商業,阪神・淡路の教訓継承、人口減少、神戸経済低迷,100.0,0.31,0.542,0.518,0.53,0.28,0.15,0.22,0.06,0.07,0.05,0.03,0.14,0.34,0.4,0.26,0.25,0.44,0.31,0.36,経済・産業振興,防災・震災の教訓,人口減少・地域格差,0.25,0.22,0.05,0.13,0.05,0.13,0.05,0.12,0.1,0.13,0.13,0.09,0.04,0.19,0.08,0.05,0.04,0.07,0.05,0.03
奈良県1区,奈良県,29,1,奈良市、生駒市,4,中道改革連合、国民民主党、自民党、参政党,1324473,1140000,0.11,0.11,0.14,0.14,0.16,0.34,0.48,0.52,0.3,0.23,0.31,0.08,0.08,中核市,0.68,0.02,0.2,0.78,中,4250000,0.029,0.4,観光業、繊維・靴下製造、商業,大阪への通勤依存、南部過疎化、産業空洞化,97.0,0.34,0.532,0.508,0.52,0.3,0.14,0.2,0.06,0.07,0.05,0.03,0.15,0.38,0.38,0.24,0.22,0.44,0.34,0.34,観光・文化財活用,文化財保護,人口減少対策,0.22,0.22,0.05,0.1,0.1,0.22,0.03,0.06,0.08,0.14,0.13,0.09,0.04,0.22,0.07,0.05,0.03,0.08,0.04,0.03
奈良県2区,奈良県,29,2,大和郡山市、天理市、桜井市,2,中道改革連合、自民党,1324473,1140000,0.11,0.11,0.14,0.14,0.16,0.34,0.48,0.52,0.3,0.23,0.31,0.08,0.08,中核市,0.68,0.02,0.2,0.78,中,4250000,0.029,0.4,観光業、繊維・靴下製造、商業,大阪への通勤依存、南部過疎化、産業空洞化,97.0,0.34,0.532,0.508,0.52,0.3,0.14,0.2,0.06,0.07,0.05,0.03,0.15,0.38,0.38,0.24,0.22,0.44,0.34,0.34,観光・文化財活用,文化財保護,人口減少対策,0.22,0.22,0.05,0.1,0.1,0.22,0.03,0.06,0.08,0.14,0.13,0.09,0.04,0.22,0.07,0.05,0.03,0.08,0.04,0.03
奈良県3区,奈良県,29,3,橿原市、五條市、御所市,4,日本維新の会、共産党、自民党、参政党,1324473,1140000,0.11,0.11,0.14,0.14,0.16,0.34,0.48,0.52,0.3,0.23,0.31,0.08,0.08,中核市,0.68,0.02,0.2,0.78,中,4250000,0.029,0.4,観光業、繊維・靴下製造、商業,大阪への通勤依存、南部過疎化、産業空洞化,97.0,0.34,0.532,0.508,0.52,0.3,0.14,0.2,0.06,0.07,0.05,0.03,0.15,0.38,0.38,0.24,0.22,0.44,0.34,0.34,観光・文化財活用,文化財保護,人口減少対策,0.22,0.22,0.05,0.1,0.1,0.22,0.03,0.06,0.08,0.14,0.13,0.09,0.04,0.22,0.07,0.05,0.03,0.08,0.04,0.03
奈良県4区,奈良県,29,4,奈良県第4区エリア,2,日本維新の会、自民党,1324473,1140000,0.11,0.11,0.14,0.14,0.16,0.34,0.48,0.52,0.3,0.23,0.31,0.08,0.08,中核市,0.68,0.02,0.2,0.78,中,4250000,0.029,0.4,観光業、繊維・靴下製造、商業,大阪への通勤依存、南部過疎化、産業空洞化,97.0,0.34,0.532,0.508,0.52,0.3,0.14,0.2,0.06,0.07,0.05,0.03,0.15,0.38,0.38,0.24,0.22,0.44,0.34,0.34,観光・文化財活用,文化財保護,人口減少対策,0.22,0.22,0.05,0.1,0.1,0.22,0.03,0.06,0.08,0.14,0.13,0.09,0.04,0.22,0.07,0.05,0.03,0.08,0.04,0.03
和歌山県1区,和歌山県,30,1,和歌山市、海南市,4,無所属、共産党、自民党、参政党,922584,810000,0.1,0.1,0.13,0.14,0.16,0.37,0.48,0.52,0.3,0.22,0.28,0.1,0.1,地方都市,0.5,0.06,0.24,0.7,低,3900000,0.028,0.3,果樹農業、石油化学、観光業,人口減少、過疎化、南海トラフ対策,94.0,0.37,0.522,0.498,0.51,0.38,0.12,0.14,0.06,0.06,0.04,0.03,0.17,0.46,0.36,0.18,0.2,0.42,0.38,0.26,人口減少・過疎化,防災,観光・世界遺産活用,0.2,0.22,0.05,0.07,0.08,0.2,0.03,0.15,0.05,0.07,0.11,0.08,0.12,0.28,0.08,0.05,0.02,0.06,0.05,0.03
和歌山県2区,和歌山県,30,2,田辺市、新宮市、橋本市,4,中道改革連合、日本維新の会、共産党、自民党,922584,810000,0.1,0.1,0.13,0.14,0.16,0.37,0.48,0.52,0.3,0.22,0.28,0.1,0.1,地方都市,0.5,0.06,0.24,0.7,低,3900000,0.028,0.3,果樹農業、石油化学、観光業,人口減少、過疎化、南海トラフ対策,94.0,0.37,0.522,0.498,0.51,0.38,0.12,0.14,0.06,0.06,0.04,0.03,0.17,0.46,0.36,0.18,0.2,0.42,0.38,0.26,人口減少・過疎化,防災,観光・世界遺産活用,0.2,0.22,0.05,0.07,0.08,0.2,0.03,0.15,0.05,0.07,0.11,0.08,0.12,0.28,0.08,0.05,0.02,0.06,0.05,0.03
和歌山県3区,和歌山県,30,3,和歌山県第3区エリア,5,中道改革連合、日本維新の会、共産党、自民党、参政党,922584,810000,0.1,0.1,0.13,0.14,0.16,0.37,0.48,0.52,0.3,0.22,0.28,0.1,0.1,地方都市,0.5,0.06,0.24,0.7,低,3900000,0.028,0.3,果樹農業、石油化学、観光業,人口減少、過疎化、南海トラフ対策,94.0,0.37,0.522,0.498,0.51,0.38,0.12,0.14,0.06,0.06,0.04,0.03,0.17,0.46,0.36,0.18,0.2,0.42,0.38,0.26,人口減少・過疎化,防災,観光・世界遺産活用,0.2,0.22,0.05,0.07,0.08,0.2,0.03,0.15,0.05,0.07,0.11,0.08,0.12,0.28,0.08,0.05,0.02,0.06,0.05,0.03
鳥取県1区,鳥取県,31,1,鳥取市、岩美郡,5,中道改革連合、日本維新の会、共産党、れいわ新選組、諸派,553407,480000,0.1,0.1,0.13,0.14,0.17,0.36,0.48,0.52,0.28,0.21,0.27,0.13,0.11,農村部,0.4,0.06,0.22,0.72,低,3750000,0.024,0.3,農業、水産業、電子部品製造,人口最少県、若者流出、産業基盤弱体,93.0,0.37,0.558,0.534,0.546,0.42,0.13,0.08,0.06,0.06,0.04,0.03,0.18,0.5,0.34,0.16,0.22,0.44,0.34,0.24,人口減少（全国最少）,農林水産業振興,観光振興,0.2,0.25,0.05,0.08,0.07,0.27,0.02,0.06,0.05,0.07,0.1,0.08,0.13,0.28,0.07,0.06,0.02,0.06,0.05,0.03
鳥取県2区,鳥取県,31,2,米子市、境港市、倉吉市,4,中道改革連合、国民民主党、自民党、参政党,553407,480000,0.1,0.1,0.13,0.14,0.17,0.36,0.48,0.52,0.28,0.21,0.27,0.13,0.11,農村部,0.4,0.06,0.22,0.72,低,3750000,0.024,0.3,農業、水産業、電子部品製造,人口最少県、若者流出、産業基盤弱体,93.0,0.37,0.558,0.534,0.546,0.42,0.13,0.08,0.06,0.06,0.04,0.03,0.18,0.5,0.34,0.16,0.22,0.44,0.34,0.24,人口減少（全国最少）,農林水産業振興,観光振興,0.2,0.25,0.05,0.08,0.07,0.27,0.02,0.06,0.05,0.07,0.1,0.08,0.13,0.28,0.07,0.06,0.02,0.06,0.05,0.03
島根県1区,島根県,32,1,松江市、安来市、雲南市,4,国民民主党、共産党、自民党、れいわ新選組,671126,590000,0.09,0.1,0.12,0.13,0.17,0.39,0.48,0.52,0.28,0.21,0.26,0.14,0.11,農村部,0.37,0.05,0.22,0.73,低,3700000,0.023,0.28,製造業、農業、観光業,人口減少、過疎化、交通アクセス,93.0,0.39,0.568,0.544,0.556,0.46,0.12,0.06,0.06,0.05,0.04,0.03,0.18,0.55,0.32,0.13,0.24,0.44,0.32,0.18,人口減少・過疎化,島根原発問題,観光振興,0.18,0.25,0.1,0.07,0.07,0.25,0.03,0.05,0.04,0.06,0.09,0.07,0.15,0.3,0.07,0.06,0.02,0.06,0.05,0.03
島根県2区,島根県,32,2,出雲市、大田市、浜田市,6,中道改革連合、国民民主党、日本維新の会、自民党、れいわ新選組、参政党,671126,590000,0.09,0.1,0.12,0.13,0.17,0.39,0.48,0.52,0.28,0.21,0.26,0.14,0.11,農村部,0.37,0.05,0.22,0.73,低,3700000,0.023,0.28,製造業、農業、観光業,人口減少、過疎化、交通アクセス,93.0,0.39,0.568,0.544,0.556,0.46,0.12,0.06,0.06,0.05,0.04,0.03,0.18,0.55,0.32,0.13,0.24,0.44,0.32,0.18,人口減少・過疎化,島根原発問題,観光振興,0.18,0.25,0.1,0.07,0.07,0.25,0.03,0.05,0.04,0.06,0.09,0.07,0.15,0.3,0.07,0.06,0.02,0.06,0.05,0.03
岡山県1区,岡山県,33,1,岡山市北区、中区,3,自民党、参政党、諸派,1888432,1610000,0.12,0.11,0.14,0.14,0.16,0.33,0.48,0.52,0.32,0.21,0.29,0.09,0.09,中核市,0.62,0.02,0.27,0.71,中,4300000,0.025,0.37,石油化学、自動車部品、農業,豪雨災害復興、人口減少、北部過疎化,96.5,0.33,0.524,0.502,0.513,0.38,0.14,0.1,0.06,0.06,0.05,0.03,0.18,0.46,0.36,0.18,0.21,0.43,0.36,0.28,製造業振興,西日本豪雨からの復興,農業振興,0.25,0.2,0.05,0.12,0.05,0.17,0.04,0.12,0.08,0.1,0.13,0.08,0.07,0.22,0.08,0.05,0.04,0.06,0.05,0.04
岡山県2区,岡山県,33,2,岡山市南区、東区、玉野市,4,中道改革連合、日本維新の会、自民党、参政党,1888432,1610000,0.12,0.11,0.14,0.14,0.16,0.33,0.48,0.52,0.32,0.21,0.29,0.09,0.09,中核市,0.62,0.02,0.27,0.71,中,4300000,0.025,0.37,石油化学、自動車部品、農業,豪雨災害復興、人口減少、北部過疎化,96.5,0.33,0.524,0.502,0.513,0.38,0.14,0.1,0.06,0.06,0.05,0.03,0.18,0.46,0.36,0.18,0.21,0.43,0.36,0.28,製造業振興,西日本豪雨からの復興,農業振興,0.25,0.2,0.05,0.12,0.05,0.17,0.04,0.12,0.08,0.1,0.13,0.08,0.07,0.22,0.08,0.05,0.04,0.06,0.05,0.04
岡山県3区,岡山県,33,3,倉敷市の一部,5,中道改革連合、無所属、共産党、自民党、参政党,1888432,1610000,0.12,0.11,0.14,0.14,0.16,0.33,0.48,0.52,0.32,0.21,0.29,0.09,0.09,中核市,0.62,0.02,0.27,0.71,中,4300000,0.025,0.37,石油化学、自動車部品、農業,豪雨災害復興、人口減少、北部過疎化,96.5,0.33,0.524,0.502,0.513,0.38,0.14,0.1,0.06,0.06,0.05,0.03,0.18,0.46,0.36,0.18,0.21,0.43,0.36,0.28,製造業振興,西日本豪雨からの復興,農業振興,0.25,0.2,0.05,0.12,0.05,0.17,0.04,0.12,0.08,0.1,0.13,0.08,0.07,0.22,0.08,0.05,0.04,0.06,0.05,0.04
岡山県4区,岡山県,33,4,倉敷市の一部、総社市、津山市,4,中道改革連合、国民民主党、自民党、参政党,1888432,1610000,0.12,0.11,0.14,0.14,0.16,0.33,0.48,0.52,0.32,0.21,0.29,0.09,0.09,中核市,0.62,0.02,0.27,0.71,中,4300000,0.025,0.37,石油化学、自動車部品、農業,豪雨災害復興、人口減少、北部過疎化,96.5,0.33,0.524,0.502,0.513,0.38,0.14,0.1,0.06,0.06,0.05,0.03,0.18,0.46,0.36,0.18,0.21,0.43,0.36,0.28,製造業振興,西日本豪雨からの復興,農業振興,0.25,0.2,0.05,0.12,0.05,0.17,0.04,0.12,0.08,0.1,0.13,0.08,0.07,0.22,0.08,0.05,0.04,0.06,0.05,0.04
岡山県5区,岡山県,33,5,岡山県第5区エリア,3,国民民主党、自民党、参政党,1888432,1610000,0.12,0.11,0.14,0.14,0.16,0.33,0.48,0.52,0.32,0.21,0.29,0.09,0.09,中核市,0.62,0.02,0.27,0.71,中,4300000,0.025,0.37,石油化学、自動車部品、農業,豪雨災害復興、人口減少、北部過疎化,96.5,0.33,0.524,0.502,0.513,0.38,0.14,0.1,0.06,0.06,0.05,0.03,0.18,0.46,0.36,0.18,0.21,0.43,0.36,0.28,製造業振興,西日本豪雨からの復興,農業振興,0.25,0.2,0.05,0.12,0.05,0.17,0.04,0.12,0.08,0.1,0.13,0.08,0.07,0.22,0.08,0.05,0.04,0.06,0.05,0.04
広島県1区,広島県,34,1,広島市中区、東区、南区,4,国民民主党、無所属、自民党、参政党,2799702,2380000,0.12,0.12,0.15,0.14,0.15,0.32,0.49,0.51,0.34,0.21,0.29,0.07,0.09,大都市,0.72,0.01,0.26,0.73,中,4500000,0.026,0.39,自動車製造、造船、鉄鋼,製造業構造転換、土砂災害リスク、人口減少,97.5,0.32,0.528,0.504,0.516,0.36,0.15,0.1,0.07,0.07,0.05,0.03,0.17,0.42,0.38,0.2,0.24,0.44,0.32,0.3,平和政策・核兵器廃絶,製造業振興,豪雨災害対策,0.25,0.2,0.12,0.1,0.05,0.12,0.05,0.11,0.09,0.11,0.14,0.08,0.05,0.21,0.08,0.05,0.03,0.06,0.05,0.05
広島県2区,広島県,34,2,広島市西区、佐伯区,3,共産党、自民党、参政党,2799702,2380000,0.12,0.12,0.15,0.14,0.15,0.32,0.49,0.51,0.34,0.21,0.29,0.07,0.09,大都市,0.72,0.01,0.26,0.73,中,4500000,0.026,0.39,自動車製造、造船、鉄鋼,製造業構造転換、土砂災害リスク、人口減少,97.5,0.32,0.528,0.504,0.516,0.36,0.15,0.1,0.07,0.07,0.05,0.03,0.17,0.42,0.38,0.2,0.24,0.44,0.32,0.3,平和政策・核兵器廃絶,製造業振興,豪雨災害対策,0.25,0.2,0.12,0.1,0.05,0.12,0.05,0.11,0.09,0.11,0.14,0.08,0.05,0.21,0.08,0.05,0.03,0.06,0.05,0.05
広島県3区,広島県,34,3,広島市安佐南区、安佐北区、安芸高田市,4,中道改革連合、国民民主党、自民党、参政党,2799702,2380000,0.12,0.12,0.15,0.14,0.15,0.32,0.49,0.51,0.34,0.21,0.29,0.07,0.09,大都市,0.72,0.01,0.26,0.73,中,4500000,0.026,0.39,自動車製造、造船、鉄鋼,製造業構造転換、土砂災害リスク、人口減少,97.5,0.32,0.528,0.504,0.516,0.36,0.15,0.1,0.07,0.07,0.05,0.03,0.17,0.42,0.38,0.2,0.24,0.44,0.32,0.3,平和政策・核兵器廃絶,製造業振興,豪雨災害対策,0.25,0.2,0.12,0.1,0.05,0.12,0.05,0.11,0.09,0.11,0.14,0.08,0.05,0.21,0.08,0.05,0.03,0.06,0.05,0.05
広島県4区,広島県,34,4,広島市安芸区、呉市,5,中道改革連合、国民民主党、共産党、自民党、参政党,2799702,2380000,0.12,0.12,0.15,0.14,0.15,0.32,0.49,0.51,0.34,0.21,0.29,0.07,0.09,大都市,0.72,0.01,0.26,0.73,中,4500000,0.026,0.39,自動車製造、造船、鉄鋼,製造業構造転換、土砂災害リスク、人口減少,97.5,0.32,0.528,0.504,0.516,0.36,0.15,0.1,0.07,0.07,0.05,0.03,0.17,0.42,0.38,0.2,0.24,0.44,0.32,0.3,平和政策・核兵器廃絶,製造業振興,豪雨災害対策,0.25,0.2,0.12,0.1,0.05,0.12,0.05,0.11,0.09,0.11,0.14,0.08,0.05,0.21,0.08,0.05,0.03,0.06,0.05,0.05
広島県5区,広島県,34,5,尾道市、三原市、竹原市,1,参政党,2799702,2380000,0.12,0.12,0.15,0.14,0.15,0.32,0.49,0.51,0.34,0.21,0.29,0.07,0.09,大都市,0.72,0.01,0.26,0.73,中,4500000,0.026,0.39,自動車製造、造船、鉄鋼,製造業構造転換、土砂災害リスク、人口減少,97.5,0.32,0.528,0.504,0.516,0.36,0.15,0.1,0.07,0.07,0.05,0.03,0.17,0.42,0.38,0.2,0.24,0.44,0.32,0.3,平和政策・核兵器廃絶,製造業振興,豪雨災害対策,0.25,0.2,0.12,0.1,0.05,0.12,0.05,0.11,0.09,0.11,0.14,0.08,0.05,0.21,0.08,0.05,0.03,0.06,0.05,0.05
広島県6区,広島県,34,6,福山市、府中市,4,中道改革連合、減税日本、共産党、自民党,2799702,2380000,0.12,0.12,0.15,0.14,0.15,0.32,0.49,0.51,0.34,0.21,0.29,0.07,0.09,大都市,0.72,0.01,0.26,0.73,中,4500000,0.026,0.39,自動車製造、造船、鉄鋼,製造業構造転換、土砂災害リスク、人口減少,97.5,0.32,0.528,0.504,0.516,0.36,0.15,0.1,0.07,0.07,0.05,0.03,0.17,0.42,0.38,0.2,0.24,0.44,0.32,0.3,平和政策・核兵器廃絶,製造業振興,豪雨災害対策,0.25,0.2,0.12,0.1,0.05,0.12,0.05,0.11,0.09,0.11,0.14,0.08,0.05,0.21,0.08,0.05,0.03,0.06,0.05,0.05
広島県7区,広島県,34,7,広島県第7区エリア,3,中道改革連合、共産党、自民党,2799702,2380000,0.12,0.12,0.15,0.14,0.15,0.32,0.49,0.51,0.34,0.21,0.29,0.07,0.09,大都市,0.72,0.01,0.26,0.73,中,4500000,0.026,0.39,自動車製造、造船、鉄鋼,製造業構造転換、土砂災害リスク、人口減少,97.5,0.32,0.528,0.504,0.516,0.36,0.15,0.1,0.07,0.07,0.05,0.03,0.17,0.42,0.38,0.2,0.24,0.44,0.32,0.3,平和政策・核兵器廃絶,製造業振興,豪雨災害対策,0.25,0.2,0.12,0.1,0.05,0.12,0.05,0.11,0.09,0.11,0.14,0.08,0.05,0.21,0.08,0.05,0.03,0.06,0.05,0.05
山口県1区,山口県,35,1,山口市、防府市、萩市,6,中道改革連合、無所属、日本維新の会、共産党、自民党、参政党,1342059,1180000,0.1,0.1,0.13,0.14,0.16,0.37,0.48,0.52,0.31,0.22,0.27,0.1,0.1,地方都市,0.52,0.03,0.28,0.69,中,4200000,0.026,0.33,石油化学、セメント、水産業,人口減少、重化学工業依存、若者流出,95.0,0.38,0.518,0.494,0.506,0.48,0.11,0.07,0.05,0.05,0.04,0.03,0.17,0.58,0.3,0.12,0.2,0.42,0.38,0.16,産業振興・経済活性化,人口減少・過疎化,米軍岩国基地問題,0.23,0.22,0.12,0.07,0.07,0.2,0.05,0.04,0.06,0.08,0.12,0.08,0.09,0.27,0.07,0.05,0.02,0.06,0.05,0.05
山口県2区,山口県,35,2,下関市、長門市,5,中道改革連合、無所属、共産党、自民党、参政党,1342059,1180000,0.1,0.1,0.13,0.14,0.16,0.37,0.48,0.52,0.31,0.22,0.27,0.1,0.1,地方都市,0.52,0.03,0.28,0.69,中,4200000,0.026,0.33,石油化学、セメント、水産業,人口減少、重化学工業依存、若者流出,95.0,0.38,0.518,0.494,0.506,0.48,0.11,0.07,0.05,0.05,0.04,0.03,0.17,0.58,0.3,0.12,0.2,0.42,0.38,0.16,産業振興・経済活性化,人口減少・過疎化,米軍岩国基地問題,0.23,0.22,0.12,0.07,0.07,0.2,0.05,0.04,0.06,0.08,0.12,0.08,0.09,0.27,0.07,0.05,0.02,0.06,0.05,0.05
山口県3区,山口県,35,3,周南市、岩国市、柳井市,5,中道改革連合、国民民主党、減税日本、自民党、参政党,1342059,1180000,0.1,0.1,0.13,0.14,0.16,0.37,0.48,0.52,0.31,0.22,0.27,0.1,0.1,地方都市,0.52,0.03,0.28,0.69,中,4200000,0.026,0.33,石油化学、セメント、水産業,人口減少、重化学工業依存、若者流出,95.0,0.38,0.518,0.494,0.506,0.48,0.11,0.07,0.05,0.05,0.04,0.03,0.17,0.58,0.3,0.12,0.2,0.42,0.38,0.16,産業振興・経済活性化,人口減少・過疎化,米軍岩国基地問題,0.23,0.22,0.12,0.07,0.07,0.2,0.05,0.04,0.06,0.08,0.12,0.08,0.09,0.27,0.07,0.05,0.02,0.06,0.05,0.05
山口県4区,山口県,35,4,山口県第4区エリア,2,中道改革連合、自民党,1342059,1180000,0.1,0.1,0.13,0.14,0.16,0.37,0.48,0.52,0.31,0.22,0.27,0.1,0.1,地方都市,0.52,0.03,0.28,0.69,中,4200000,0.026,0.33,石油化学、セメント、水産業,人口減少、重化学工業依存、若者流出,95.0,0.38,0.518,0.494,0.506,0.48,0.11,0.07,0.05,0.05,0.04,0.03,0.17,0.58,0.3,0.12,0.2,0.42,0.38,0.16,産業振興・経済活性化,人口減少・過疎化,米軍岩国基地問題,0.23,0.22,0.12,0.07,0.07,0.2,0.05,0.04,0.06,0.08,0.12,0.08,0.09,0.27,0.07,0.05,0.02,0.06,0.05,0.05
徳島県1区,徳島県,36,1,徳島市、小松島市、鳴門市,4,中道改革連合、共産党、自民党、参政党,719559,630000,0.1,0.1,0.13,0.14,0.16,0.37,0.48,0.52,0.3,0.22,0.27,0.11,0.1,地方都市,0.44,0.05,0.24,0.71,低,3900000,0.026,0.32,医薬品製造、LED製造、農業,人口減少、南海トラフ対策、過疎化,93.5,0.37,0.502,0.478,0.49,0.4,0.13,0.1,0.06,0.06,0.04,0.03,0.18,0.48,0.35,0.17,0.19,0.41,0.4,0.24,人口減少・過疎化,南海トラフ地震対策,DX・サテライトオフィス,0.2,0.22,0.05,0.08,0.07,0.22,0.03,0.13,0.06,0.07,0.11,0.08,0.11,0.27,0.08,0.05,0.02,0.06,0.05,0.04
徳島県2区,徳島県,36,2,阿南市、吉野川市、美馬市,3,中道改革連合、自民党、参政党,719559,630000,0.1,0.1,0.13,0.14,0.16,0.37,0.48,0.52,0.3,0.22,0.27,0.11,0.1,地方都市,0.44,0.05,0.24,0.71,低,3900000,0.026,0.32,医薬品製造、LED製造、農業,人口減少、南海トラフ対策、過疎化,93.5,0.37,0.502,0.478,0.49,0.4,0.13,0.1,0.06,0.06,0.04,0.03,0.18,0.48,0.35,0.17,0.19,0.41,0.4,0.24,人口減少・過疎化,南海トラフ地震対策,DX・サテライトオフィス,0.2,0.22,0.05,0.08,0.07,0.22,0.03,0.13,0.06,0.07,0.11,0.08,0.11,0.27,0.08,0.05,0.02,0.06,0.05,0.04
香川県1区,香川県,37,1,高松市,5,中道改革連合、国民民主党、無所属、自民党、参政党,950244,820000,0.11,0.1,0.14,0.14,0.16,0.35,0.48,0.52,0.31,0.22,0.28,0.1,0.09,地方都市,0.53,0.02,0.24,0.74,中,4150000,0.025,0.34,食品加工、造船、観光業,水不足、人口減少、島嶼部過疎化,95.0,0.35,0.508,0.486,0.497,0.4,0.13,0.1,0.06,0.06,0.04,0.03,0.18,0.48,0.35,0.17,0.19,0.42,0.39,0.24,人口減少対策,水資源問題,観光振興,0.22,0.22,0.05,0.08,0.1,0.18,0.03,0.12,0.07,0.09,0.12,0.08,0.09,0.25,0.08,0.05,0.02,0.06,0.05,0.04
香川県2区,香川県,37,2,丸亀市、坂出市、善通寺市,4,国民民主党、共産党、自民党、参政党,950244,820000,0.11,0.1,0.14,0.14,0.16,0.35,0.48,0.52,0.31,0.22,0.28,0.1,0.09,地方都市,0.53,0.02,0.24,0.74,中,4150000,0.025,0.34,食品加工、造船、観光業,水不足、人口減少、島嶼部過疎化,95.0,0.35,0.508,0.486,0.497,0.4,0.13,0.1,0.06,0.06,0.04,0.03,0.18,0.48,0.35,0.17,0.19,0.42,0.39,0.24,人口減少対策,水資源問題,観光振興,0.22,0.22,0.05,0.08,0.1,0.18,0.03,0.12,0.07,0.09,0.12,0.08,0.09,0.25,0.08,0.05,0.02,0.06,0.05,0.04
香川県3区,香川県,37,3,香川県第3区エリア,2,日本維新の会、自民党,950244,820000,0.11,0.1,0.14,0.14,0.16,0.35,0.48,0.52,0.31,0.22,0.28,0.1,0.09,地方都市,0.53,0.02,0.24,0.74,中,4150000,0.025,0.34,食品加工、造船、観光業,水不足、人口減少、島嶼部過疎化,95.0,0.35,0.508,0.486,0.497,0.4,0.13,0.1,0.06,0.06,0.04,0.03,0.18,0.48,0.35,0.17,0.19,0.42,0.39,0.24,人口減少対策,水資源問題,観光振興,0.22,0.22,0.05,0.08,0.1,0.18,0.03,0.12,0.07,0.09,0.12,0.08,0.09,0.25,0.08,0.05,0.02,0.06,0.05,0.04
愛媛県1区,愛媛県,38,1,松山市の一部,5,中道改革連合、国民民主党、共産党、自民党、参政党,1334841,1170000,0.1,0.1,0.14,0.14,0.16,0.36,0.48,0.52,0.32,0.22,0.27,0.09,0.1,地方都市,0.52,0.04,0.24,0.72,低,3950000,0.026,0.32,柑橘農業、造船、製紙,人口減少、過疎化、産業構造転換,94.0,0.36,0.516,0.492,0.504,0.38,0.14,0.09,0.07,0.06,0.04,0.03,0.19,0.46,0.36,0.18,0.2,0.42,0.38,0.26,人口減少・過疎化,農業振興,伊方原発問題,0.22,0.22,0.05,0.08,0.08,0.2,0.03,0.12,0.06,0.08,0.11,0.08,0.1,0.27,0.08,0.05,0.03,0.06,0.05,0.03
愛媛県2区,愛媛県,38,2,松山市の一部、伊予市,4,中道改革連合、共産党、自民党、参政党,1334841,1170000,0.1,0.1,0.14,0.14,0.16,0.36,0.48,0.52,0.32,0.22,0.27,0.09,0.1,地方都市,0.52,0.04,0.24,0.72,低,3950000,0.026,0.32,柑橘農業、造船、製紙,人口減少、過疎化、産業構造転換,94.0,0.36,0.516,0.492,0.504,0.38,0.14,0.09,0.07,0.06,0.04,0.03,0.19,0.46,0.36,0.18,0.2,0.42,0.38,0.26,人口減少・過疎化,農業振興,伊方原発問題,0.22,0.22,0.05,0.08,0.08,0.2,0.03,0.12,0.06,0.08,0.11,0.08,0.1,0.27,0.08,0.05,0.03,0.06,0.05,0.03
愛媛県3区,愛媛県,38,3,今治市、新居浜市、西条市,3,共産党、自民党、参政党,1334841,1170000,0.1,0.1,0.14,0.14,0.16,0.36,0.48,0.52,0.32,0.22,0.27,0.09,0.1,地方都市,0.52,0.04,0.24,0.72,低,3950000,0.026,0.32,柑橘農業、造船、製紙,人口減少、過疎化、産業構造転換,94.0,0.36,0.516,0.492,0.504,0.38,0.14,0.09,0.07,0.06,0.04,0.03,0.19,0.46,0.36,0.18,0.2,0.42,0.38,0.26,人口減少・過疎化,農業振興,伊方原発問題,0.22,0.22,0.05,0.08,0.08,0.2,0.03,0.12,0.06,0.08,0.11,0.08,0.1,0.27,0.08,0.05,0.03,0.06,0.05,0.03
