district_id,district_name,winner,winner_party,confidence,confidence_score,analysis_summary,key_factors,candidate_rankings
okayama-3,岡山県第3区,加藤勝信,ldp,low,0.55,加藤勝信氏（当選8回）は政策停滞への批判で負の感情が35%あるものの、対抗馬が原田亜希子氏のみという構図が有利。原田氏は社会保障強化を訴えるが新人であり、組織力・知名度で劣る。SNSでは政治刷新への期待があるが、二者択一では現職の地盤が物を言う可能性が高い。ただし期日前投票増加が無党派層の動向を示し、予想外の結果もありうる。,"[""二者択一の構図"", ""現職の組織力"", ""政治刷新への期待""]","[{""rank"": 1, ""name"": ""加藤勝信"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""原田亜希子"", ""party_id"": ""jcp""}]"
okayama-4,岡山県第4区,柚木道義,chudo,high,0.8,橋本岳氏に対する不祥事疑惑でSNS負の感情が40%に達し、現職として極めて厳しい情勢。柚木道義氏（当選7回）は政策提案力と現職批判で好感度40%を獲得し、明確に優位。三宅沙侑美氏も若者支援で注目されるが、二大現職の争いには割って入れない。政治の透明性が争点化する中で、柚木氏の政策重視の姿勢が有権者に評価されている。,"[""橋本氏の不祥事疑惑"", ""柚木氏の政策提案力"", ""政治透明性への関心""]","[{""rank"": 1, ""name"": ""柚木道義"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""橋本岳"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""三宅沙侑美"", ""party_id"": ""dpfp""}, {""rank"": 4, ""name"": ""垣内雄一"", ""party_id"": ""jcp""}]"
hiroshima-1,広島県第1区,岸田文雄,ldp,high,0.85,現職岸田文雄氏が圧倒的な知名度と組織票でリードしている。ニュース分析では「当選濃厚」、SNS分析でも最高の言及量と相対的に高い支持率を記録。6人の多数候補により野党票が完全分散し、岸田氏の優位性がさらに際立つ構造。川田氏（中道）、楾氏（れいわ）が一定の支持を集めるものの、岸田氏の地盤を崩すには至らない。,"[""現職の圧倒的知名度"", ""野党票の完全分散"", ""組織票の優位性""]","[{""rank"": 1, ""name"": ""岸田文雄"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""川田海栄"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""楾大樹"", ""party_id"": ""reiwa""}]"
hiroshima-2,広島県第2区,平口洋,ldp,medium,0.65,自民党現職平口氏と立憲民主党現職福田氏による現職対決の激戦区。ニュース分析では「組織票が鍵」とする接戦、SNS分析でも両者が拮抗した支持を示している。しかし自民党の組織力と保守的な地盤を考慮すると平口氏がやや優位。参政党佐藤氏の票分散効果も自民党に有利に働く可能性が高い。,"[""現職同士の激戦"", ""組織票の動員力"", ""野党票分散効果""]","[{""rank"": 1, ""name"": ""平口洋"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""福田玄"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""佐藤由紀子"", ""party_id"": ""sansei""}]"
hiroshima-3,広島県第3区,石橋林太郎,ldp,high,0.75,自民現職石橋氏と中道現職東氏の現職対決だが、ニュース分析で「自民有利」、SNS分析でも石橋氏が最高の言及量と支持率を記録。農協など地域組織の支持基盤が強固で、安佐南区・安佐北区の保守的傾向も追い風。東氏も健闘するが、自民党の組織力に及ばない。他候補の票分散も石橋氏に有利。,"[""自民党組織の結束"", ""農協等地域団体支持"", ""保守地盤の強さ""]","[{""rank"": 1, ""name"": ""石橋林太郎"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""東克哉"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""玉田憲勲"", ""party_id"": ""independent""}]"
hiroshima-4,広島県第4区,新谷正義,ldp,medium,0.6,自民現職新谷氏と維新現職空本氏の現職対決。ニュース分析では「自民優勢」だが、SNS分析では両者が同程度の支持率で拮抗。呉市の造船業界との関係や当選回数の差（新谷5回vs空本3回）で新谷氏がやや有利。立憲鍋島氏の票分散効果も自民党に追い風となるが、維新の改革訴求力も侮れない。,"[""業界団体との関係"", ""当選回数の差"", ""改革vs安定の争点""]","[{""rank"": 1, ""name"": ""新谷正義"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""空本誠喜"", ""party_id"": ""ishin""}, {""rank"": 3, ""name"": ""鍋島勢理"", ""party_id"": ""dpfp""}]"
hiroshima-5,広島県第5区,佐藤公治,chudo,high,0.8,中道現職佐藤氏が圧倒的優位に立つ。当選5回の豊富な経験と地元商工会議所等との強固な関係を築いている。ニュース分析で「現職リード」、SNS分析でも安定した支持率。自民新人山本氏は組織票不足で追い上げに限界。共産猪原氏は支持基盤が限定的で、佐藤氏の牙城を崩すには至らない。,"[""現職の圧倒的実績"", ""地元経済界との関係"", ""自民新人の組織力不足""]","[{""rank"": 1, ""name"": ""佐藤公治"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""山本深"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""猪原真弓"", ""party_id"": ""jcp""}]"
hiroshima-6,広島県第6区,小林史明,ldp,high,0.9,自民現職小林氏の圧勝が確実視される。ニュース分析で「当選確実」、SNS分析でも最高の言及量と支持率を記録。デジタル政策での実績と福山市での強固な地盤が確立されている。共産高木氏、中道はた氏ともに善戦するものの、小林氏の優位性を覆すには至らない。福山市の経済界からの支持も厚い。,"[""デジタル政策の実績"", ""福山市での強固地盤"", ""経済界の支持""]","[{""rank"": 1, ""name"": ""小林史明"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""はたともこ"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""高木武志"", ""party_id"": ""jcp""}]"
yamaguchi-1,山口県第1区,高村正大,ldp,high,0.85,現職の高村正大が世論調査で42%と他候補を大きく引き離し、SNSでも高い言及量と肯定的評価を獲得している。現職3期の実績と地元業界団体との強固な関係、組織票基盤が決定的な優位を構築。野田陽志（国民）は28%で2位につけるが、逆転は困難な情勢。山崎珠江（参政）も22%で善戦しているが、組織力の差が明確。,"[""現職3期の実績と知名度"", ""業界団体・組織票基盤"", ""SNSでの高い肯定的評価""]","[{""rank"": 1, ""name"": ""高村正大"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""野田陽志"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""山崎珠江"", ""party_id"": ""sansei""}]"
yamaguchi-2,山口県第2区,平岡秀夫,chudo,low,0.52,現職同士の激戦区で、世論調査では平岡秀夫（立民）38%、岸信千世（自民）37%と僅差の接戦。無回答が25%と多く、流動的な情勢。SNSでは岸信千世への注目度は高いが、政治家家系への批判も目立つ。平岡は労働組合票を固め、岸は漁業関係者支持を拡大中。最終盤の情勢次第で逆転の可能性が十分にある死闘となっている。,"[""現職同士の知名度拮抗"", ""労組票vs組織票の攻防"", ""岸家への批判的世論""]","[{""rank"": 1, ""name"": ""平岡秀夫"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""岸信千世"", ""party_id"": ""ldp""}]"
yamaguchi-3,山口県第3区,林芳正,ldp,high,0.92,林芳正現職が圧倒的優位の情勢で、世論調査48%と他候補を大きく引き離している。SNSでも最高の肯定的評価50%を獲得し、外交手腕への高い評価が支持基盤を強固にしている。5候補乱立で野党票が分散し、篠田知宏（立民）25%が2位につけるも大差での敗北は避けられない。現職2期の実績と岩国基地問題での存在感が決定的な優位を生んでいる。,"[""現職2期の外交実績"", ""野党票の5候補分散"", ""SNSでの圧倒的肯定評価""]","[{""rank"": 1, ""name"": ""林芳正"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""篠田知宏"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""伊藤博文"", ""party_id"": ""ishin""}, {""rank"": 4, ""name"": ""島村薫"", ""party_id"": ""sansei""}, {""rank"": 5, ""name"": ""吹上政子"", ""party_id"": ""jcp""}]"
tokushima-1,徳島県第1区,仁木博文,ldp,medium,0.65,2024年実績で49.9%を獲得した仁木氏が組織票基盤を維持し優位に立つ。ただしSNSでは批判的意見も多く、維新・吉田氏の32%基盤は健在。参政党新人の参入と中道勢力の存在により票の分散が予想される。高市政権への支持が保守層を結束させる可能性があるが、SNSでの経済政策への厳しい声が無党派層の動向に影響する可能性がある。投票率次第で接戦となる展開も想定される。,"[""2024年選挙での圧勝実績"", ""自民党組織票の結束力"", ""維新の会の安定した支持基盤""]","[{""rank"": 1, ""name"": ""仁木博文"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""吉田知代"", ""party_id"": ""ishin""}, {""rank"": 3, ""name"": ""亀井千春"", ""party_id"": ""sansei""}, {""rank"": 4, ""name"": ""高橋永"", ""party_id"": ""chudo""}]"
tokushima-2,徳島県第2区,山口俊一,ldp,medium,0.7,当選12回の重鎮である山口氏が現職の強みと組織力で優位を保つ。SNSでの言及量も最多で存在感を示している。ただし批判的意見も40%と高く、長期政権への変化要求も見られる。共産党・浜氏、国民民主党系・飯泉氏、無所属・北島氏が分散して立候補するため、反自民票の集約が困難な状況。農業政策と過疎化対策が主要争点となり、現職の実績が評価される見込み。,"[""12回当選の圧倒的実績"", ""組織票の強固な基盤"", ""対立候補の票分散効果""]","[{""rank"": 1, ""name"": ""山口俊一"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""飯泉嘉門"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""浜共生"", ""party_id"": ""jcp""}, {""rank"": 4, ""name"": ""北島一人"", ""party_id"": ""independent""}]"
kagawa-1,香川県第1区,小川淳也,chudo,medium,0.65,報道では前職2人の接戦と伝えられているが、SNS分析では小川淳也が高いポジティブ感情（55%）と高い言及数を獲得している。平井卓也は組織力があるものの、SNSでは批判的な声が40%と高く、デジタル政策への期待と裏腹に自民党批判が影響している。公明党県議の応援や教育・地域経済への関心の高さから、小川氏が僅差で優位と判断。ただし、投票率次第で結果が変わる可能性が高い激戦区。,"[""SNS上での小川氏への高い支持"", ""平井氏への批判的世論"", ""公明党県議の応援効果""]","[{""rank"": 1, ""name"": ""小川淳也"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""平井卓也"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""道川和樹"", ""party_id"": ""sansei""}, {""rank"": 4, ""name"": ""長尾真希"", ""party_id"": ""jcp""}]"
kagawa-2,香川県第2区,玉木雄一郎,dpfp,high,0.75,報道情報は限定的だが、SNS分析では玉木雄一郎が圧倒的な優位性を示している。60%のポジティブ感情と高い言及数、経済政策や国民民主党の方向性への期待が強い。瀬戸隆一との現職対決だが、SNSでは玉木氏への期待が瀬戸氏を大きく上回っている。地域インフラ整備は保守層には評価されているものの、経済再生への期待が玉木氏に集中している状況。,"[""玉木氏の高いSNS支持率"", ""経済政策への期待"", ""国民民主党代表としての知名度""]","[{""rank"": 1, ""name"": ""玉木雄一郎"", ""party_id"": ""dpfp""}, {""rank"": 2, ""name"": ""瀬戸隆一"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""秋山友理子"", ""party_id"": ""sansei""}]"
kagawa-3,香川県第3区,大野敬太郎,ldp,medium,0.6,SNS分析では大野敬太郎が高い言及数と45%のポジティブ感情で優位だが、川崎智光も40%の支持を獲得し健闘している。現職5期の実績と保守政策への評価が大野氏の強みである一方、川崎氏の中小企業支援や地域振興への関心も高い。細川修平は維新の改革姿勢で一定の支持を得ているが、言及数が少なく影響力は限定的。雇用創出と高齢化対策が争点となり、現職の実績が僅差で評価される見込み。,"[""大野氏の現職実績"", ""川崎氏の経済政策への期待"", ""現職優位の傾向""]","[{""rank"": 1, ""name"": ""大野敬太郎"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""川崎智光"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""細川修平"", ""party_id"": ""ishin""}]"
ehime-1,愛媛県第1区,塩崎彰久,ldp,high,0.85,ニュース分析では塩崎彰久が3代続く強固な地盤と知名度を武器に他候補を大きく引き離していると報じられており、SNS分析でも最も高い言及数と安定したポジティブ感情を獲得している。現職としての実績と保守派政策への支持が確固たるものとなっており、石井智恵、篠藤愛、和田宰の追撃を許さない盤石な態勢を築いている。両情報源が一致して塩崎優勢を示しており、確信度は極めて高い。,"[""3代続く強固な地盤"", ""現職としての実績と知名度"", ""組織戦の優位性""]","[{""rank"": 1, ""name"": ""塩崎彰久"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""石井智恵"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""篠藤愛"", ""party_id"": ""sansei""}, {""rank"": 4, ""name"": ""和田宰"", ""party_id"": ""jcp""}]"
ehime-2,愛媛県第2区,井原巧,ldp,medium,0.6,ニュース分析では井原巧がリードしているものの白石洋一の追い上げで接戦状態にあると報じられている。SNS分析では井原が最も高いポジティブ感情と言及数を獲得しているが、白石も中道政策で一定の支持を得ている。高市政権の造船業支援が井原に追い風となる一方、白石は組織力と足を使った選挙戦で対抗。三つ巴の激戦で流動的要素が多く、最終盤まで予断を許さない状況。,"[""高市政権の造船業支援政策"", ""組織戦vs足で稼ぐ選挙戦"", ""三つ巴による票の分散""]","[{""rank"": 1, ""name"": ""井原巧"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""白石洋一"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""原田慎太郎"", ""party_id"": ""sansei""}]"
ehime-3,愛媛県第3区,長谷川淳二,ldp,high,0.8,ニュース分析では長谷川淳二が自治体トップや議員からの支援による手堅い組織戦で他候補をリードしていると報じられており、SNS分析でも最も高いポジティブ感情（50％）と言及数を記録している。現職2期の実績と安定した政治への評価が高く、中道新人の萩原旭人や共産新人の西井直人との差は明確。地域振興と安定した政治運営への期待が長谷川への支持を固めている。,"[""自治体トップ・議員からの組織的支援"", ""現職2期の実績評価"", ""安定した政治への信頼""]","[{""rank"": 1, ""name"": ""長谷川淳二"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""萩原旭人"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""西井直人"", ""party_id"": ""jcp""}]"
kochi-1,高知県第1区,金城幹泰,sansei,medium,0.65,ニュース分析では現職中谷元氏が維新推薦で組織票優位とされているが、SNS分析では中谷氏への批判的意見が優勢（ネガティブ40%）。一方、金城氏はSNSで最も好意的な評価（ポジティブ35%）を受けており、減税政策への支持が追い風となっている。維新推薦を受けた中谷氏の組織力と、金城氏の政策支持・SNS好感度が拮抗する情勢。物価高対策を重視する有権者層の動向が勝敗を左右する。,"[""物価高・減税政策への有権者関心"", ""SNSでの現職批判の高まり"", ""参政党の政策訴求力""]","[{""rank"": 1, ""name"": ""金城幹泰"", ""party_id"": ""sansei""}, {""rank"": 2, ""name"": ""中谷元"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""田所裕介"", ""party_id"": ""chudo""}]"
kochi-2,高知県第2区,尾崎正直,ldp,medium,0.68,ニュース分析では現職尾崎氏の組織力優位が指摘される一方、SNS分析では現職への批判的意見（ネガティブ38%）も目立つ。ただし、浜川氏のSNS好感度（ポジティブ40%）は高く、労働者支援・社会福祉への関心が高い地域特性に合致している。前田氏の存在が野党票を分散させる可能性があり、現職に有利に働く。高市政権の減税政策への期待が自民党候補を後押しする要因。,"[""現職の組織力と実績"", ""野党票の分散効果"", ""社会福祉への有権者関心""]","[{""rank"": 1, ""name"": ""尾崎正直"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""浜川百合子"", ""party_id"": ""jcp""}, {""rank"": 3, ""name"": ""前田強"", ""party_id"": ""dpfp""}]"
fukuoka-1,福岡県第1区,井上貴博,ldp,high,0.75,自民現職井上氏が組織票と経済政策への評価でSNS・ニュース両面で優勢。多党乱立の中、比例1位の安定感と地元密着の実績が支持を集めている。維新・中道が票を分散させる構図で、井上氏の当選圏内入りは確実視されている。,"[""自民組織票の強さ"", ""多党乱立による野党票分散"", ""現職の地盤安定""]","[{""rank"": 1, ""name"": ""井上貴博"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""山本剛正"", ""party_id"": ""ishin""}, {""rank"": 3, ""name"": ""丸尾圭祐"", ""party_id"": ""chudo""}]"
fukuoka-2,福岡県第2区,鬼木誠,ldp,high,0.8,自民現職鬼木氏が維新推薦を得て、中道現職稲富氏を上回る勢い。SNSでの言及量・支持率ともに高く、安全保障政策への関心が追い風となっている。現職対決だが組織力の差が明確に表れている情勢。,"[""維新推薦による支持拡大"", ""安全保障政策への評価"", ""組織力の差""]","[{""rank"": 1, ""name"": ""鬼木誠"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""稲富修二"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""木下敏之"", ""party_id"": ""sansei""}]"
fukuoka-3,福岡県第3区,古賀篤,ldp,high,0.85,自民現職古賀氏が盤石な地盤で安定優勢。SNSでの支持率50%、言及量も高く、経済政策・インフラ整備への期待が大きい。維新・中道の挑戦も組織票の厚さには及ばず、当選確実の情勢。,"[""現職の安定した地盤"", ""経済政策への高い評価"", ""対抗馬の組織力不足""]","[{""rank"": 1, ""name"": ""古賀篤"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""仁戸田元気"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""天野浩"", ""party_id"": ""ishin""}]"
fukuoka-4,福岡県第4区,宮内秀樹,ldp,medium,0.65,自民現職宮内氏が維新推薦で優位に立つが、国民民主現職許斐氏も善戦している。SNSでの支持率は宮内45%、許斐40%と接戦。現職同士の激戦だが、組織力の差で宮内氏がやや有利な情勢。,"[""現職同士の接戦"", ""維新推薦の効果"", ""国民民主の健闘""]","[{""rank"": 1, ""name"": ""宮内秀樹"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""許斐亮太郎"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""原田祐一"", ""party_id"": ""sansei""}]"
fukuoka-5,福岡県第5区,栗原渉,ldp,high,0.75,自民現職栗原氏が組織票の強さでリード。SNS支持率50%と高く、経済政策への評価が定着している。国民民主・社民の挑戦も及ばず、安定した当選が見込まれる情勢。,"[""自民組織票の安定"", ""経済政策への評価"", ""対抗馬の知名度不足""]","[{""rank"": 1, ""name"": ""栗原渉"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""川元健一"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""那須敬子"", ""party_id"": ""shamin""}]"
fukuoka-6,福岡県第6区,鳩山二郎,ldp,high,0.9,自民現職鳩山氏が圧倒的優勢で当選確実。SNS支持率55%と極めて高く、地域経済・インフラ整備への実績が評価されている。対抗馬の国民民主・共産も大きく引き離されており、楽勝の情勢。,"[""圧倒的な地盤の強さ"", ""地域経済への貢献実績"", ""対抗馬の弱さ""]","[{""rank"": 1, ""name"": ""鳩山二郎"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""近藤雅彦"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""河野一弘"", ""party_id"": ""jcp""}]"
fukuoka-7,福岡県第7区,藤丸敏,ldp,high,0.8,自民現職藤丸氏が安定した支持基盤で優位。SNS支持率50%で、地域振興・経済政策への評価が高い。対抗する中道新人亀田氏も健闘するが、現職の実績と組織力の差は大きく、藤丸氏の当選が確実視される。,"[""現職の安定基盤"", ""地域振興実績への評価"", ""対抗馬の組織力不足""]","[{""rank"": 1, ""name"": ""藤丸敏"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""亀田晃尚"", ""party_id"": ""chudo""}]"
fukuoka-8,福岡県第8区,麻生太郎,ldp,high,0.95,自民現職麻生氏が圧倒的な地盤で当選確実。SNS支持率60%と極めて高く、国家政策・経済再生への期待が根強い。無所属・れいわの挑戦も全く歯が立たず、麻生氏の楽勝が確定的。,"[""絶対的な地盤の強さ"", ""国家政策への信頼"", ""対抗馬の知名度不足""]","[{""rank"": 1, ""name"": ""麻生太郎"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""沖園理恵"", ""party_id"": ""reiwa""}, {""rank"": 3, ""name"": ""森田俊文"", ""party_id"": ""independent""}]"
fukuoka-9,福岡県第9区,緒方林太郎,independent,medium,0.6,無所属現職緒方氏がSNSで高い関心を集め、現職の知名度と地元密着で優位。SNS支持率45%でトップ。自民新人三原氏、国民民主大塚氏との三つ巴だが、現職票の固さで緒方氏がリードしている激戦区。,"[""現職の知名度"", ""無所属への期待"", ""多角激戦の混戦""]","[{""rank"": 1, ""name"": ""緒方林太郎"", ""party_id"": ""independent""}, {""rank"": 2, ""name"": ""三原朝利"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""大塚弘尊"", ""party_id"": ""dpfp""}]"
fukuoka-10,福岡県第10区,城井崇,chudo,medium,0.65,中道現職城井氏がSNS支持率45%でトップ、教育改革・地域活性化への評価が高い。自民新人吉村氏が維新推薦で追うが、現職の実績と知名度の差で城井氏が優勢を保っている。,"[""現職の実績"", ""教育政策への評価"", ""自民新人の挑戦""]","[{""rank"": 1, ""name"": ""城井崇"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""吉村悠"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""大石仁人"", ""party_id"": ""independent""}]"
fukuoka-11,福岡県第11区,武田良太,ldp,medium,0.55,自民現職武田氏がSNS支持率50%でリードするが、維新現職村上氏との接戦。ニュースでも激戦と分析されており、無党派層の動向が鍵。武田氏の組織力がやや上回るが、最後まで予断を許さない情勢。,"[""維新・自民の接戦"", ""無党派層の動向"", ""現職同士の対決""]","[{""rank"": 1, ""name"": ""武田良太"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""村上智信"", ""party_id"": ""ishin""}, {""rank"": 3, ""name"": ""辻智之"", ""party_id"": ""chudo""}]"
saga-1,佐賀県第1区,岩田和親,ldp,medium,0.6,三つ巴の激戦が展開されている。ニュース分析では岩田和親の現職・副大臣経験と維新推薦が優位要因とされる一方、SNS分析では原口一博が高い関心と支持を集めている。原口の独自路線による組織票分散と、岩田への現政権批判の影響が見られるが、現職の組織力と維新推薦による保守票の結集が決定的となると予想される。ただし、原口のSNSでの高い支持率と無党派層の動向次第では逆転の可能性もあり、予断を許さない情勢。,"[""現職の組織力と副大臣経験"", ""維新推薦による保守票結集"", ""原口の独自路線と減税アピール""]","[{""rank"": 1, ""name"": ""岩田和親"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""原口一博"", ""party_id"": ""genzei""}, {""rank"": 3, ""name"": ""重松貴美"", ""party_id"": ""sansei""}]"
saga-2,佐賀県第2区,大串博志,chudo,low,0.35,現職同士の一騎打ちで、ニュース分析では情報が極めて限定的で古川優位との漠然とした見方が示されている。しかし、SNS分析では大串博志が感情値で優位に立ち、中道政策と地域課題解決への評価が高い。地域インフラ整備や農業支援策が争点となる中、従来の保守優位の構図が変化している可能性がある。情報不足により確信度は低いが、SNSでの支持傾向を重視し大串の勝利を予想する。,"[""現職同士の知名度と実績"", ""中道政策への支持"", ""地域課題解決能力への評価""]","[{""rank"": 1, ""name"": ""大串博志"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""古川康"", ""party_id"": ""ldp""}]"
nagasaki-1,長崎県第1区,西岡秀子,dpfp,medium,0.65,現職3回当選の西岡秀子が最も安定した支持基盤を持つ。SNS分析でも最高のポジティブ感情値（0.45）と高い言及量を記録している。ニュース分析では情報不足で情勢不明とされているが、現職の実績と知名度が優位に働く。ただし期日前投票率過去最高という変動要因があり、浅田真澄美（自民）や山田博司（維新）の追い上げも無視できない。5人の激戦区で確実性には限界がある。,"[""現職3回の実績と知名度"", ""SNSでの最高ポジティブ評価"", ""期日前投票率過去最高の変動要因""]","[{""rank"": 1, ""name"": ""西岡秀子"", ""party_id"": ""dpfp""}, {""rank"": 2, ""name"": ""浅田真澄美"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""山田博司"", ""party_id"": ""ishin""}, {""rank"": 4, ""name"": ""松石宗平"", ""party_id"": ""sansei""}, {""rank"": 5, ""name"": ""内田隆英"", ""party_id"": ""jcp""}]"
nagasaki-2,長崎県第2区,加藤竜祥,ldp,medium,0.6,現職2回の加藤竜祥と現職3回の山田勝彦による現職対決が中心。SNS分析では山田勝彦がより高いポジティブ感情値（0.5 vs 0.4）を示しているが、加藤竜祥の言及量が高い点が注目される。全国的な政治情勢と高市内閣の支持を考慮すると自民党候補が若干有利と判断。ただし山田勝彦の地域での実績と支持も強固で、接戦が予想される。,"[""現職同士の激突"", ""全国政治情勢での自民優位"", ""山田勝彦のSNS高評価との競合""]","[{""rank"": 1, ""name"": ""加藤竜祥"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""山田勝彦"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""高木聡子"", ""party_id"": ""sansei""}]"
nagasaki-3,長崎県第3区,金子容三,ldp,high,0.75,JNN終盤情勢調査で金子容三が自民支持層7割以上を固めてリードしているとの明確なデータがある。高市内閣の追い風も追加要因として作用している。SNS分析でも金子がより高いポジティブ感情値（0.45 vs 0.35）と高い言及量を記録。田崎耕太は公明党支援と食料品消費税0%公約で善戦しているが、現時点では追う展開。一騎打ちで情勢が明確なため確信度は高い。,"[""JNN調査での明確なリード"", ""高市内閣の追い風効果"", ""自民支持層7割超の固い基盤""]","[{""rank"": 1, ""name"": ""金子容三"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""田崎耕太"", ""party_id"": ""chudo""}]"
kumamoto-1,熊本県第1区,木原稔,ldp,low,0.6,ニュース分析では現職自民の木原稔が組織戦で優勢とされるが、SNS分析では現職への不満が強く（ネガティブ感情40%）、山口誠太郎（参政党）も一定の支持を集めている。情報不足により接戦の可能性があり、都市部での政治不信が木原氏の安定勝利を脅かす要因となっている。当選6回の現職としての実績と組織力で辛勝見込み。,"[""現職の組織力"", ""政治不信の高まり"", ""情報不足による流動性""]","[{""rank"": 1, ""name"": ""木原稔"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""山口誠太郎"", ""party_id"": ""sansei""}, {""rank"": 3, ""name"": ""鎌田聡"", ""party_id"": ""chudo""}]"
kumamoto-2,熊本県第2区,西野太亮,ldp,medium,0.7,ニュース・SNS分析ともに自民現職の西野太亮が優勢との見方で一致。組織戦と当選2回の現職としての実績で安定した支持を維持。野党票が益田牧子（共産）と前田智徳（参政党）に分散する構図が西野氏に有利に働く。SNSでは前田氏への期待も見られるが、現職の組織力が上回ると予測される。消費税・物価高対策が争点だが、現職優位は動かず。,"[""現職の組織力"", ""野党票の分散"", ""有明沿岸道路整備への期待""]","[{""rank"": 1, ""name"": ""西野太亮"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""前田智徳"", ""party_id"": ""sansei""}, {""rank"": 3, ""name"": ""益田牧子"", ""party_id"": ""jcp""}]"
kumamoto-3,熊本県第3区,坂本哲志,ldp,low,0.65,ニュース分析では現職優勢だが、SNS分析では坂本哲志への不信感が非常に強い（ネガティブ感情45%）。水俣病救済法案廃案の影響や不祥事の噂が現職に不利に働く。霍田和佳（参政党）がSNSで比較的好評価を得ており、地方活性化への期待が高まっている。当選8回の現職としての地盤は強固だが、政治不信の高まりが予想以上の苦戦を強いる可能性。,"[""現職への不信感"", ""水俣病問題"", ""政治刷新への期待""]","[{""rank"": 1, ""name"": ""坂本哲志"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""霍田和佳"", ""party_id"": ""sansei""}, {""rank"": 3, ""name"": ""橋村りか"", ""party_id"": ""shamin""}]"
